X,Y,OBJECTID,site_name,feature_type_name,EASTING,NORTHING,asset_id_code,site_code,number_bins,bin_size,lon,lat,ward
322835.76,672252.130000001,2481572,Wheatfield Road,WS: Bottle Bank - Mixed,322836,672252,,7903403,1,660.0,-3.236810396316775,55.93710505098537,Sighthill / Gorgie
322903.11,671699.99,2481573,Appin Terrace,WS: Bottle Bank - Mixed,322903,671700,,7902554,1,660.0,-3.2355802744040103,55.93215737255892,Fountainbridge / Craiglockhart
322903.63,671700.99,2481574,Appin Terrace,WS: Packaging,322904,671701,,7902554,2,1280.0,-3.2355645586743114,55.93216651576748,Fountainbridge / Craiglockhart
322835.79,672252.25,2481575,Wheatfield Road,WS: Packaging,322836,672252,,7903403,2,1280.0,-3.236810396316775,55.93710505098537,Sighthill / Gorgie
322904.29,671700.140000001,2481576,Appin Terrace,WS: Communal Bin,322904,671700,,7902554,2,1280.0,-3.2355642727215748,55.93215753308199,Fountainbridge / Craiglockhart
322835.86,672253.09,2481577,Wheatfield Road,WS: Food Waste Communal,322836,672253,,7903403,1,240.0,-3.2368106826109986,55.93711403365937,Sighthill / Gorgie
322835.73,672253.01,2481578,Wheatfield Road,WS: Communal Bin,322836,672253,,7903403,2,1280.0,-3.2368106826109986,55.93711403365937,Sighthill / Gorgie
321599.0,676082.0,2481579,Griffin Road,WS: Bottle Bank - Mixed,321599,676082,,7906362,1,360.0,-3.2577221227733437,55.97130796319415,Almond
322956.24,671830.5,2481580,Hermand Street,WS: Food Waste Communal,322956,671830,,7902916,1,240.0,-3.2347693352153906,55.93333362677671,Fountainbridge / Craiglockhart
322956.94,671831.82,2481581,Hermand Street,WS: Bottle Bank - Mixed,322957,671832,,7902916,1,660.0,-3.234753904598946,55.93335175256965,Fountainbridge / Craiglockhart
322957.09,671830.65,2481582,Hermand Street,WS: Packaging,322957,671831,,7902916,2,1280.0,-3.2347536188210344,55.93334276988316,Fountainbridge / Craiglockhart
321599.0,676082.0,2481583,Griffin Road,WS: Food Waste Communal,321599,676082,,7906362,1,240.0,-3.2577221227733437,55.97130796319415,Almond
321599.0,676082.0,2481584,Griffin Road,WS: Packaging,321599,676082,,7906362,2,1280.0,-3.2577221227733437,55.97130796319415,Almond
321599.0,676082.0,2481585,Griffin Road,WS: Communal Bin,321599,676082,,7906362,2,1280.0,-3.2577221227733437,55.97130796319415,Almond
322840.71,672319.08,2481586,Wheatfield Road,WS: Bottle Bank - Mixed,322841,672319,,7903403,1,500.0,-3.2367495585760984,55.9377076935696,Sighthill / Gorgie
323056.38,671862.0,2481587,Hermand Crescent,WS: Bottle Bank - Mixed,323056,671862,,7902915,1,660.0,-3.233178250445786,55.93363710461832,Fountainbridge / Craiglockhart
322840.34,672318.85,2481588,Wheatfield Road,WS: Packaging,322840,672319,,7903403,2,1280.0,-3.2367655625391487,55.93770753288219,Sighthill / Gorgie
322840.57,672318.83,2481589,Wheatfield Road,WS: Food Waste Communal,322841,672319,,7903403,1,240.0,-3.2367495585760984,55.9377076935696,Sighthill / Gorgie
322985.0,671976.52,2481590,Robertson Avenue,WS: Bottle Bank - Mixed,322985,671977,,7903192,1,660.0,-3.234347267999555,55.93465873309651,Sighthill / Gorgie
322556.14,672182.640000001,2481591,Alexander Drive,WS: Bottle Bank - Mixed,322556,672183,,7904411,1,660.0,-3.2412716045167773,55.93644017194755,Sighthill / Gorgie
322935.99,672047.32,2481592,Robertson Avenue,WS: Bottle Bank - Mixed,322936,672047,,7903192,1,660.0,-3.235151413068662,55.9352796603332,Sighthill / Gorgie
322936.31,672046.970000001,2481593,Robertson Avenue,WS: Packaging,322936,672047,,7903192,2,1280.0,-3.235151413068662,55.9352796603332,Sighthill / Gorgie
321602.0,676154.0,2481594,Pennywell Gardens,WS: Bottle Bank - Mixed,321602,676154,,7901486,1,360.0,-3.257695057819304,55.97195519735332,Almond
321602.0,676154.0,2481595,Pennywell Gardens,WS: Food Waste Communal,321602,676154,,7901486,1,240.0,-3.257695057819304,55.97195519735332,Almond
322555.9,672183.23,2481596,Alexander Drive,WS: Packaging,322556,672183,,7904411,2,1280.0,-3.2412716045167773,55.93644017194755,Sighthill / Gorgie
321602.0,676154.0,2481597,Pennywell Gardens,WS: Packaging,321602,676154,,7901486,2,1280.0,-3.257695057819304,55.97195519735332,Almond
322556.93,672184.210000001,2481598,Alexander Drive,WS: Food Waste Communal,322557,672184,,7904411,1,240.0,-3.241255888419085,55.93644931587769,Sighthill / Gorgie
321602.0,676154.0,2481599,Pennywell Gardens,WS: Communal Bin,321602,676154,,7901486,2,1280.0,-3.257695057819304,55.97195519735332,Almond
322556.34,672184.310000001,2481600,Alexander Drive,WS: Communal Bin,322556,672184,,7904411,2,1280.0,-3.241271891836117,55.93644915460738,Sighthill / Gorgie
321582.0,676154.0,2481601,Pennywell Gardens,WS: Bottle Bank - Mixed,321582,676154,,7901486,1,360.0,-3.2580154171887825,55.97195192750078,Almond
321582.0,676154.0,2481602,Pennywell Gardens,WS: Food Waste Communal,321582,676154,,7901486,1,240.0,-3.2580154171887825,55.97195192750078,Almond
321582.0,676154.0,2481603,Pennywell Gardens,WS: Packaging,321582,676154,,7901486,2,1280.0,-3.2580154171887825,55.97195192750078,Almond
321582.0,676154.0,2481604,Pennywell Gardens,WS: Communal Bin,321582,676154,,7901486,2,1280.0,-3.2580154171887825,55.97195192750078,Almond
322632.32,672260.880000001,2481605,Westfield Road,WS: Bottle Bank - Mixed,322632,672261,,7903399,1,660.0,-3.2400777340958324,55.937153070309456,Sighthill / Gorgie
322631.99,672261.02,2481606,Westfield Road,WS: Packaging,322632,672261,,7903399,2,1280.0,-3.2400777340958324,55.937153070309456,Sighthill / Gorgie
322597.81,672279.32,2481607,Westfield Road,WS: Food Waste Communal,322598,672279,,7903399,1,240.0,-3.2406270294942052,55.93730927900656,Sighthill / Gorgie
322595.86,672279.93,2481608,Westfield Road,WS: Communal Bin,322596,672280,,7903399,2,1280.0,-3.24065932423173,55.93731793928463,Sighthill / Gorgie
322596.22,672279.83,2481609,Westfield Road,WS: Packaging,322596,672280,,7903399,2,1280.0,-3.24065932423173,55.93731793928463,Sighthill / Gorgie
322596.37,672280.59,2481610,Westfield Road,WS: Bottle Bank - Mixed,322596,672281,,7903399,1,660.0,-3.240659611418865,55.937326921945264,Sighthill / Gorgie
322599.22,672298.32,2481611,Westfield Road,WS: Food Waste Communal,322599,672298,,7903399,1,240.0,-3.240616482088077,55.93748011074754,Sighthill / Gorgie
322598.94,672297.6,2481612,Westfield Road,WS: Communal Bin,322599,672298,,7903399,2,1280.0,-3.240616482088077,55.93748011074754,Sighthill / Gorgie
318192.0,674607.0,2481613,Umbrella Pine Terrace,WS: Bottle Bank - Mixed,318192,674607,,7906432,1,360.0,-3.3118450339193672,55.95748993216387,Almond
318192.0,674607.0,2481614,Umbrella Pine Terrace,WS: Food Waste Communal,318192,674607,,7906432,1,500.0,-3.3118450339193672,55.95748993216387,Almond
318192.0,674607.0,2481615,Umbrella Pine Terrace,WS: Packaging,318192,674607,,7906432,2,1100.0,-3.3118450339193672,55.95748993216387,Almond
318192.0,674607.0,2481616,Umbrella Pine Terrace,WS: Communal Bin,318192,674607,,7906432,2,1100.0,-3.3118450339193672,55.95748993216387,Almond
329149.06,673093.41,2481617,Willowbrae Road,WS: Bottle Bank - Mixed,329149,673093,,7902292,1,360.0,-3.1359969636148115,55.94563279080637,Craigentinny / Duddingston
329148.75,673094.59,2481618,Willowbrae Road,WS: Packaging,329149,673095,,7902292,1,1280.0,-3.135997489715949,55.945650756784566,Craigentinny / Duddingston
329148.57,673094.25,2481619,Willowbrae Road,WS: Communal Bin,329149,673094,,7902292,1,1280.0,-3.1359972266653053,55.94564177379548,Craigentinny / Duddingston
329122.5,673128.789999999,2481620,Willowbrae Road,WS: Food Waste Communal,329122,673129,,7902292,1,240.0,-3.1364386480693405,55.94595219201864,Craigentinny / Duddingston
325318.31,676636.960000001,2481621,Craighall Crescent,WS: Bottle Bank - Mixed,325318,676637,,7901114,1,660.0,-3.1983053116868128,55.976886958059254,Forth
325317.81,676636.970000001,2481622,Craighall Crescent,WS: Packaging,325318,676637,,7901114,1,1280.0,-3.1983053116868128,55.976886958059254,Forth
325317.3,676636.810000001,2481623,Craighall Crescent,WS: Communal Bin,325317,676637,,7901114,1,1280.0,-3.198321332051091,55.97688680229404,Forth
322861.35,672166.050000001,2481624,Robertson Avenue,WS: Bottle Bank - Mixed,322861,672166,,7903192,1,660.0,-3.236385690671874,55.93633655753149,Sighthill / Gorgie
322839.06,672222.140000001,2481625,Robertson Avenue,WS: Food Waste Communal,322839,672222,,7903192,1,240.0,-3.2367537967552646,55.93683605282407,Sighthill / Gorgie
322838.91,672223.15,2481626,Robertson Avenue,WS: Bottle Bank - Mixed,322839,672223,,7903192,1,660.0,-3.2367540830334973,55.93684503549866,Sighthill / Gorgie
322838.55,672222.32,2481627,Robertson Avenue,WS: Packaging,322839,672222,,7903192,2,1280.0,-3.2367537967552646,55.93683605282407,Sighthill / Gorgie
322839.01,672219.470000001,2481628,Robertson Avenue,WS: Communal Bin,322839,672219,,7903192,2,1280.0,-3.2367529379215414,55.93680910480025,Sighthill / Gorgie
323153.01,672196.289999999,2481629,Wardlaw Street,WS: Food Waste Communal,323153,672196,,7903368,1,240.0,-3.2317212441978356,55.93665285556491,Sighthill / Gorgie
323151.65,672195.16,2481630,Wardlaw Street,WS: Bottle Bank - Mixed,323152,672195,,7903368,1,660.0,-3.231736962640986,55.93664371284074,Sighthill / Gorgie
323151.34,672196.49,2481631,Wardlaw Street,WS: Packaging,323151,672196,,7903368,2,1280.0,-3.231753251314619,55.93665253549812,Sighthill / Gorgie
323151.43,672191.970000001,2481632,Wardlaw Street,WS: Communal Bin,323151,672192,,7903368,2,1280.0,-3.231752110839497,55.936616604730965,Sighthill / Gorgie
325281.51,676609.699999999,2481633,Craighall Crescent,WS: Food Waste Communal,325282,676610,,7901114,1,500.0,-3.198874540574249,55.976638815156605,Forth
325214.52,676628.08,2481634,Lixmount Gardens,WS: Food Waste Communal,325215,676628,,7901201,1,240.0,-3.1999529047501154,55.97679005866005,Forth
325214.52,676627.91,2481635,Lixmount Gardens,WS: Bottle Bank - Mixed,325215,676628,,7901201,1,660.0,-3.1999529047501154,55.97679005866005,Forth
323142.01,672194.65,2481636,Wardlaw Street,WS: Bottle Bank - Mixed,323142,672195,,7903368,1,660.0,-3.23189699817978,55.93664211240341,Sighthill / Gorgie
323142.26,672194.48,2481637,Wardlaw Street,WS: Packaging,323142,672194,,7903368,2,1280.0,-3.2318967130276053,55.93663312971209,Sighthill / Gorgie
323114.38,672246.98,2481638,Wardlaw Street,WS: Food Waste Communal,323114,672247,,7903368,1,240.0,-3.232359931127872,55.9371047299232,Sighthill / Gorgie
323114.51,672245.98,2481639,Wardlaw Street,WS: Bottle Bank - Mixed,323115,672246,,7903368,1,660.0,-3.232343642126246,55.937095907348144,Sighthill / Gorgie
323114.69,672246.65,2481640,Wardlaw Street,WS: Packaging,323115,672247,,7903368,2,1280.0,-3.232343927386793,55.93710489003729,Sighthill / Gorgie
323114.95,672242.460000001,2481641,Wardlaw Street,WS: Communal Bin,323115,672242,,7903368,2,1280.0,-3.2323425010856814,55.93705997659156,Sighthill / Gorgie
323108.99,672241.810000001,2481642,Wardlaw Street,WS: Food Waste Communal,323109,672242,,7903368,1,240.0,-3.232438523418684,55.937059015877566,Sighthill / Gorgie
323108.67,672242.65,2481643,Wardlaw Street,WS: Bottle Bank - Mixed,323109,672243,,7903368,1,660.0,-3.23243880870079,55.937067998566405,Sighthill / Gorgie
323108.75,672241.560000001,2481644,Wardlaw Street,WS: Packaging,323109,672242,,7903368,2,1280.0,-3.232438523418684,55.937059015877566,Sighthill / Gorgie
323108.97,672240.220000001,2481645,Wardlaw Street,WS: Communal Bin,323109,672240,,7903368,2,1280.0,-3.2324379528549567,55.937041050499836,Sighthill / Gorgie
323075.69,672301.109999999,2481646,Wardlaw Street,WS: Bottle Bank - Mixed,323076,672301,,7903368,1,660.0,-3.232983485274496,55.937583709126386,Sighthill / Gorgie
323076.19,672300.51,2481647,Wardlaw Street,WS: Communal Bin,323076,672301,,7903368,2,1280.0,-3.232983485274496,55.937583709126386,Sighthill / Gorgie
323067.18,672298.42,2481648,Wardlaw Street,WS: Bottle Bank - Mixed,323067,672298,,7903368,1,660.0,-3.23312666433987,55.93755531921196,Sighthill / Gorgie
323026.28,672250.73,2481649,Wardlaw Place,WS: Bottle Bank - Mixed,323026,672251,,7903367,1,660.0,-3.233769402068793,55.93712656248364,Sighthill / Gorgie
323027.62,672250.880000001,2481650,Wardlaw Place,WS: Packaging,323028,672251,,7903367,2,1280.0,-3.2337373945854324,55.93712688307591,Sighthill / Gorgie
323002.6,672276.08,2481651,Wardlaw Place,WS: Bottle Bank - Mixed,323003,672276,,7903367,1,660.0,-3.234144630027492,55.93734744214624,Sighthill / Gorgie
323003.41,672275.220000001,2481652,Wardlaw Place,WS: Communal Bin,323003,672275,,7903367,3,1280.0,-3.2341443443476705,55.937338459463554,Sighthill / Gorgie
323052.27,672204.27,2481653,Wardlaw Place,WS: Food Waste Communal,323052,672204,,7903367,1,240.0,-3.233339886673769,55.93670854329297,Sighthill / Gorgie
323052.61,672204.6,2481654,Wardlaw Place,WS: Bottle Bank - Mixed,323053,672205,,7903367,1,660.0,-3.233324168585129,55.93671768621996,Sighthill / Gorgie
323053.12,672205.09,2481655,Wardlaw Place,WS: Packaging,323053,672205,,7903367,2,1280.0,-3.233324168585129,55.93671768621996,Sighthill / Gorgie
323053.22,672201.75,2481656,Wardlaw Place,WS: Communal Bin,323053,672202,,7903367,2,1280.0,-3.233323312135967,55.936690738160806,Sighthill / Gorgie
323081.38,672173.49,2481657,Wardlaw Place,WS: Food Waste Communal,323081,672173,,7903367,1,240.0,-3.2328669363376044,55.93643472609558,Sighthill / Gorgie
323080.9,672174.66,2481658,Wardlaw Place,WS: Bottle Bank - Mixed,323081,672175,,7903367,1,660.0,-3.2328675070868593,55.9364526914722,Sighthill / Gorgie
323080.78,672177.01,2481659,Wardlaw Place,WS: Packaging,323081,672177,,7903367,2,1280.0,-3.2328680778367636,55.93647065684875,Sighthill / Gorgie
323080.74,672174.66,2481660,Wardlaw Place,WS: Communal Bin,323081,672175,,7903367,2,1280.0,-3.2328675070868593,55.9364526914722,Sighthill / Gorgie
323077.1,672168.369999999,2481661,Wardlaw Place,WS: Bottle Bank - Mixed,323077,672168,,7903367,1,660.0,-3.2329295232389503,55.93638917191936,Sighthill / Gorgie
323097.13,672153.970000001,2481662,Wardlaw Place,WS: Bottle Bank - Mixed,323097,672154,,7903367,1,660.0,-3.232605459968596,55.936266617607835,Sighthill / Gorgie
323098.45,672153.279999999,2481663,Wardlaw Place,WS: Packaging,323098,672153,,7903367,2,1280.0,-3.232589171266121,55.93625779506273,Sighthill / Gorgie
323115.66,672113.0,2481664,Wardlaw Place,WS: Bottle Bank - Mixed,323116,672113,,7903367,1,660.0,-3.232289700674044,55.935901369674596,Sighthill / Gorgie
323144.85,672133.050000001,2481665,Wardlaw Terrace,WS: Bottle Bank - Mixed,323145,672133,,7903369,1,660.0,-3.231831309080211,55.936085665658915,Sighthill / Gorgie
323145.16,672131.699999999,2481666,Wardlaw Terrace,WS: Packaging,323145,672132,,7903369,2,1280.0,-3.2318310239491965,55.93607668296657,Sighthill / Gorgie
